122.286

14

139
102
24.9257980400	3.5305608997	2.3452046760	I1
0	0	1	0
25.2423996000	3.5305608997	2.0287053460	I1
0	0	1	0
25.2423996000	3.5305608997	2.6617039960	I1
0	0	1	0
25.2423996000	3.8470602297	2.3452046760	I1
0	0	1	0
25.2423996000	4.7966604597	6.4599049860	I1
0	0	1	0
25.2423996000	7.9618597297	3.2947041860	I1
0	0	1	0
25.5588989300	3.8470602297	2.6617039960	I1
0	0	1	0
25.8753997800	0.3653600897	2.9782048560	I1
0	0	1	0
34.4213989300	19.6730596797	-14.4303053540	I1
0	8	0	0
